isbn13,isbn10,title,author,publisher,description
9781668081785,,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
9781982177911,,DROWNING,T.J. Newman,Avid Reader,"When a jetliner crashes into the Pacific Ocean, a professional diver must save her daughter and the man she is about to divorce, who are among the passengers on board."
9780593540428,,THE CELEBRANTS,Steven Rowley,Putnam,Jordan Vargas has a secret that might destroy the pact he has with his old college friends who reunite intermittently.
9780593536964,,KILLING MOON,Jo Nesbo,Knopf,"The 13th book in the Harry Hole series. When a woman who once saved his life becomes imperiled, Harry returns to Oslo to track a murderer."
9780316265850,,"GOOD NIGHT, IRENE",Luis Alberto Urrea,"Little, Brown",Irene Woodward enlists with the Red Cross and serves in Europe during World War II.
9781984817457,,WAR OF THE SPARK: RAVNICA,Greg Weisman,Del Rey,"The first book in the Magic: The Gathering: War of the Spark series. Nicol Bolas, the Elder Dragon, attacks the city of Ravnica."
9780385545112,,MACHINES LIKE ME,Ian McEwan,Nan A. Talese/Doubleday,"In an alternative 1980s London, a love triangle develops between a couple and a synthetic human."
9781984800824,,STAR WARS: MASTER & APPRENTICE,Claudia Gray,Del Rey,The bond between Qui-Gon Jinn and Obi-Wan Kenobi is tested when they go on a mission to the royal court of Pijal.
9780525535942,,THE NEVER GAME,Jeffery Deaver,Putnam,"Colter Shaw, the son of a survivalist family, probes the underbelly of Silicon Valley to go after a kidnapper."
9780593600290,,THE SUMMER PACT,Emily Giffin,Ballantine,"Ten years after a tragedy close to graduation, Hannah and her college friends grapple with turning points in their lives."
9780063244740,,THE BRIAR CLUB,Kate Quinn,Morrow,"During the McCarthy era, Grace March’s bonds with her oddball neighbors at a female boardinghouse become tested."
9781982135607,,I WOULD LEAVE ME IF I COULD,Halsey,Simon & Schuster,A debut collection of poems by the Grammy Award-nominated musician.
9780593087916,,MARAUDER,Clive Cussler and Boyd Morrison,Putnam,The 15th book in the Oregon Files series. A billionaire's dying wish bestows a paralyzing chemical to a terrorist group.
9780062955456,,MOONFLOWER MURDERS,Anthony Horowitz,HarperCollins,Cecily Trehearne goes missing from a Greek island hotel that is run by a former publisher after reading the mystery “Atticus Pünd Takes the Case.”
9781984878878,,AGENT RUNNING IN THE FIELD,John le Carré,Viking,"A veteran of Britain’s Secret Intelligence Service, who is assigned to command a lesser band of spies, hatches a covert operation."
9780316251303,,THE BURNING WHITE,Brent Weeks,Orbit,"The fifth book in the Lightbringer series. When Chromeria is threatened, Kip Guile pulls forces together for one last fight."
9781524747824,,TO THE LAND OF LONG LOST FRIENDS,Alexander McCall Smith,Pantheon,The 20th book in the No. 1 Ladies’ Detective Agency Series. Precious Ramotswe’s latest case involves a preacher and a young woman.
9780316498937,,TROUBLED BLOOD,Robert Galbraith,Mulholland,"The fifth book in the Cormoran Strike series. A decades-old cold case might be connected to a serial killer; by J.K. Rowling, writing pseudonymously."
9781250762849,,TO SLEEP IN A SEA OF STARS,Christopher Paolini,Tor,Kira Navárez might be the only one who can save the Earth and its colonies from being destroyed.
9781250207234,,SHADOWS IN DEATH,J.D. Robb,St. Martin's,The 51st book of the In Death series. A hitman with possible connections to Eve Dallas’s husband is seen near the scene of a crime.
9781635575637,,PIRANESI,Susanna Clarke,Bloomsbury,Another world is revealed as a man called the Other asks Piranesi for help with research into a Great and Secret Knowledge.
9781250145239,,ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,"The 16th book in the Chief Inspector Gamache series. When his billionaire godfather is attacked, Gamache uncovers secrets hidden throughout Paris."
9780525658184,,TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,A Ph.D. candidate in neuroscience looks to the hard sciences and her childhood faith to potentially help her grieving Ghanaian immigrant family.
9781524746360,,FIFTY WORDS FOR RAIN,Asha Lemmie,Dutton,"In 1940s Japan, an 8-year-old child of a married Japanese aristocrat and her African-American lover searches for her place in the world."
9780525535768,,THE BIG EMPTY,Robert Crais,Putnam,The 20th book in the Elvis Cole and Joe Pike series. An influencer hires Cole to investigate the disappearance of her father 10 years ago.
9780593498644,,NEVER SAY NEVER,Danielle Steel,Delacorte,A woman reeling from her husband’s infidelity and the loss of her job meets a well-known actor in the French countryside.
9780316569972,,HOLMES IS MISSING,James Patterson and Brian Sitts,"Little, Brown","The second book in the Holmes, Margaret & Poe series. A series of child abductions perplexes the private investigators."
9781250272744,,FAITHLESS IN DEATH,J.D. Robb,St. Martin's,The 52nd book of the In Death series. Eve Dallas investigates the murder of a young sculptor in the West Village.
9780062853462,,MISSING AND ENDANGERED,J.A. Jance,Morrow,The 19th book in the Joanna Brady Mysteries series. The Cochise County Sheriff's daughter becomes involved in a missing persons case.
9780593098950,,RELENTLESS,Mark Greaney,Berkley,The 10th book in the Gray Man series. Assassins go after Court Gentry as he attempts to bring back an American agent who went missing.
9781982134198,,THE PARIS LIBRARY,Janet Skeslien Charles,Atria,A teenager in Montana discovers that her elderly neighbor worked decades earlier at the American Library in Paris and was part of the Resistance.
9780593128862,,THE LAST GRADUATE,Naomi Novik,Del Rey,The second book in the Scholomance series. Will students now in their senior year make it out alive?
9781984880994,,THE MAN WHO DIED TWICE,Richard Osman,Pamela Dorman,The second book in the Thursday Murder Club series. A ruthless murderer is out to get four septuagenarian friends.
9781250279316,,THE SANTA SUIT,Mary Kay Andrews,St. Martin's,A recently divorced woman searching the pockets of an old Santa suit finds a child’s wish that her father return from war.
9781984821898,,PALAZZO,Danielle Steel,Delacorte,Challenges arise when a young woman takes over her family’s haute couture Italian leather brand and 400-year-old palazzo in Venice.
9781250289544,,RANDOM IN DEATH,J.D. Robb,St. Martin's,The 58th book of the In Death series. Eve Dallas searches for the person who jabbed a teenager with a vial of toxic substances.
9781250758989,,THE FURY,Alex Michaelides,Celadon,Violence erupts when a former movie star brings a group of her friends to her private Greek island for Easter.
9780316405195,,"HOLMES, MARPLE & POE",James Patterson and Brian Sitts,"Little, Brown",Three private investigators working in New York City draw the attention of an N.Y.P.D. detective.
9780593537619,,MARTYR!,Kaveh Akbar,Knopf,The orphaned son of Iranian immigrants discovers new details about his family history through a painting on display in a Brooklyn art gallery.
9781982123741,,THE DEVIL'S HAND,Jack Carr,Emily Bestler/Atria,The fourth book in the Terminal List series. James Reece is given a top-secret C.I.A. mission.
9780062908339,,STARGAZER,Anne Hillerman,Harper,Can Leaphorn give Chee and Manuelito the guidance they need to find the justice they seek?
9780593237892,,WHEN THE STARS GO DARK,Paula McLain,Ballantine,Personal tragedy ushers a missing persons detective back to where she grew up and onto a new case.
9780525539704,,THE TRUTH ABOUT THE DEVLINS,Lisa Scottoline,Putnam,"Seeking to turn around a troubled past, TJ Devlin joins his family’s law firm as an investigator and learns that his brother murdered a client."
9781982166823,,EXPIRATION DATES,Rebecca Serle,Atria,"For 20 years, Daphne received slips of paper accurately predicting the length of her relationships. That changes when she meets Jake."
9781649376169,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
9780593544174,,CLIVE CUSSLER: THE CORSICAN SHADOW,Dirk Cussler,Putnam,The 27th book in the Dirk Pitt series. A murderous cabal targets water treatment facilities around the world.
9781668050415,,PRETTY BOYS ARE POISONOUS,Megan Fox,Gallery,A collection of poems exploring how love relationships can affect one’s sense of identity.
9780451466822,,THE OLYMPIAN AFFAIR,Jim Butcher,Ace,The second book in the Cinder Spires series. The Spires may soon be involved in an open war.
9780307269003,,STELLA MARIS,Cormac McCarthy,Knopf,"A companion volume to McCarthy's recent novel ""The Passenger."" A doctoral candidate diagnosed with paranoid schizophrenia contemplates the nature of madness."
9780593548141,,THE CHAOS AGENT,Mark Greaney,Berkley,The 13th book in the Gray Man series. Assassins disrupt the Gray Man and his lover’s new quiet life.
9781538721032,,THE ATLAS MANEUVER,Steve Berry,Grand Central,The 18th book in the Cotton Malone series. Bitcoin and treasure from World War II are part of a mystery Cotton must solve.
9781250367815,,THE FALLEN & THE KISS OF DUSK,Carissa Broadbent,Bramble,The fourth book in the Crowns of Nyaxia series and second book of the Shadowborn Duet.
9781464244650,,SCARRED,Emily McIntire,Bloom,The second book in the Never After series. Lady Sara Beatreaux develops an attraction for one of the men she intended to kill.
9780593977057,,NOT QUITE DEAD YET,Holly Jackson,Bantam,"With only a week left to live after a violent attack on Halloween, Jet Mason is determined to solve her own murder."
9780316569934,,THE HAMPTONS LAWYER,James Patterson and Mike Lupica,"Little, Brown",The third book in the Jane Smith thriller series. Taking on a celebrity client proves dangerous.
9780062867988,,THE WHITE LADY,Jacqueline Winspear,Harper,"In 1947, Elinor White, a former wartime operative, must face an organized crime gang in London."
9781984804495,,SMOLDER,Laurell K. Hamilton,Berkley,"The 29th book in the Anita Blake, Vampire Hunter series. Anita and Jean-Claude get engaged and an ancient evil comes to St. Louis."
9781250256737,,AXIOM'S END,Lindsay Ellis,St. Martin's,Cora Sabino finds herself caught between her estranged whistle-blower father and the extraterrestrials who have been living here for decades.
9780316499019,,THE PULL OF THE STARS,Emma Donoghue,"Little, Brown","While war and the Great Flu ravages 1918 Dublin, three women help expectant mothers who have been quarantined in a hospital."
9781984821584,,INVISIBLE,Danielle Steel,Delacorte,The daughter of a couple in a loveless marriage is discovered by a British filmmaker and thrust into the public eye.
9781250274250,,RECKLESS GIRLS,Rachel Hawkins,St. Martin's,Six visitors who go to an island in the middle of the Pacific Ocean encounter death and danger.
9780593355398,,STAR WARS: THE FALLEN STAR,Claudia Gray,Del Rey,The third book in the High Republic series. Marchion Ro plans a new attack.
9781982156121,,THE SCHOOL FOR GOOD MOTHERS,Jessamine Chan,Simon & Schuster,"After one moment of poor judgment, government officials will decide if Frida Liu will get to keep her child."
9780316176637,,TRANSCRIPTION,Kate Atkinson,"Little, Brown","Ten years later, figures from a BBC radio producer’s past as an M15 recruit in 1940 confront her."
9780765387523,,VENGEFUL,V.E. Schwab,Tor,Marcella Riggins pits two ExtraOrdinaries against one another as she menaces the city of Merit.
9780399564512,,TIME'S CONVERT,Deborah Harkness,Viking,"During his lover's journey to immortality, a vampire's past returns to haunt them both."
9780735219069,,SHADOW TYRANTS,Clive Cussler and Boyd Morrison,Putnam,Juan Cabrillo and his crew fight two destructive adversaries.
9780525655619,,HIPPIE,Paulo Coelho,Knopf,A young Brazillian man and a Dutch woman explore their relationship as they travel across Europe and Central Asia to Kathmandu.
9781496718860,,CHOCOLATE CREAM PIE MURDER,Joanne Fluke,Kensington,Hannah Swensen teams up with a former lover to find out who left a dead body in her bedroom.
9781635570298,,THE PRIORY OF THE ORANGE TREE,Samantha Shannon,Bloomsbury,Queen Sabran the Ninth must conceive a daughter to protect her realm from a dragon.
9781649379658,,THE LAST LETTER,Rebecca Yarros,Amara,"Ryan asks his friend Beckett to help his sister, who is caring for her twin children in Telluride."
9781639738861,,AMONG THE BURNING FLOWERS,Samantha Shannon,Bloomsbury,"In this installment of the Roots of Chaos series, Marosa Vetalda and her betrothed seek to give rise to a better world."
9781682816349,,ASSISTANT TO THE VILLAIN,Hannah Nicole Maehrer,Red Tower,Evie Sage gets a job doing unspecified office duties for the most infamous villain in the kingdom of Rennedawn.
